Gene_Name,Drug_ID,Indication_Name,Phase
ACE,CHEMBL419213,congestive heart failure,APPROVAL
ACE,CHEMBL1519,hypertension,APPROVAL
ACE,CHEMBL1519,heart failure,APPROVAL
ACE,CHEMBL1519,myocardial infarction,APPROVAL
ACE,CHEMBL1519,cardiovascular disease,APPROVAL
ACE,CHEMBL1560,congestive heart failure,APPROVAL
ACE,CHEMBL1560,myocardial infarction,APPROVAL
ACE,CHEMBL1560,hypertension,APPROVAL
ACE,CHEMBL1560,diabetic nephropathy,APPROVAL
ACE,CHEMBL1560,rheumatic disease,APPROVAL
ACE,CHEMBL1560,heart failure,APPROVAL
ACE,CHEMBL1560,kidney failure,APPROVAL
ACE,CHEMBL1560,cardiovascular disease,APPROVAL
ACE,CHEMBL1560,diabetic retinopathy,APPROVAL
ACE,CHEMBL1694,hypertension,APPROVAL
ACE,CHEMBL1694,diabetes mellitus,APPROVAL
ACE,CHEMBL1694,stroke,APPROVAL
ACE,CHEMBL1694,kidney failure,APPROVAL
ACE,CHEMBL1200659,hypertension,APPROVAL
ACE,CHEMBL1200659,heart failure,APPROVAL
ACE,CHEMBL1200659,congestive heart failure,APPROVAL
ACE,CHEMBL3039596,hypertension,APPROVAL
ACE,CHEMBL3039596,heart failure,APPROVAL
ACE,CHEMBL1200534,hypertension,APPROVAL
ACE,CHEMBL1201011,hypertension,APPROVAL
ACE,CHEMBL1201011,kidney failure,APPROVAL
ACE,CHEMBL1201011,stroke,APPROVAL
ACE,CHEMBL1201011,diabetes mellitus,APPROVAL
ACE,CHEMBL1201011,heart failure,APPROVAL
ACE,CHEMBL1200343,coronary artery disease,APPROVAL
ACE,CHEMBL1200343,hypertension,APPROVAL
ACE,CHEMBL1200343,myocardial infarction,APPROVAL
ACE,CHEMBL3989406,hypertension,APPROVAL
ACE,CHEMBL3544986,hypertension,APPROVAL
ACE,CHEMBL578,cardiovascular disease,APPROVAL
ACE,CHEMBL578,hypertension,APPROVAL
ACE,CHEMBL1581,cardiovascular disease,APPROVAL
ACE,CHEMBL1581,hypertension,APPROVAL
ACE,CHEMBL1592,cardiovascular disease,APPROVAL
ACE,CHEMBL1592,hypertension,APPROVAL
ACE,CHEMBL838,cardiovascular disease,APPROVAL
ACE,CHEMBL838,hypertension,APPROVAL
ACE,CHEMBL515606,cardiovascular disease,APPROVAL
ACE,CHEMBL515606,congestive heart failure,APPROVAL
ACE,CHEMBL3039598,cardiovascular disease,APPROVAL
ACE,CHEMBL3039598,hypertension,APPROVAL
ACE,CHEMBL431,cardiovascular disease,APPROVAL
ACE,CHEMBL431,hypertension,APPROVAL
ACE,CHEMBL589583,cardiovascular disease,APPROVAL
ACE,CHEMBL1165,cardiovascular disease,APPROVAL
ACE,CHEMBL1165,hypertension,APPROVAL
ACE,CHEMBL317094,cardiovascular disease,APPROVAL
ACE,CHEMBL1168,metabolic syndrome,EARLY_PHASE_1
ACE,CHEMBL578,Barrett's esophagus,EARLY_PHASE_1
ACE,CHEMBL1560,pulmonary arterial hypertension,PHASE_1
ACE,CHEMBL1694,Fish-eye disease,PHASE_1
ACE,CHEMBL1694,fasting,PHASE_1
ACE,CHEMBL578,ischemia,PHASE_1
ACE,CHEMBL578,erectile dysfunction,PHASE_1
ACE,CHEMBL838,fasting,PHASE_1
ACE,CHEMBL1237,stroke,PHASE_1
ACE,CHEMBL1237,type 2 diabetes mellitus,PHASE_1
ACE,CHEMBL1237,Fish-eye disease,PHASE_1
ACE,CHEMBL1237,gastroparesis,PHASE_1
ACE,CHEMBL1560,type 2 diabetes mellitus,PHASE_1_2
ACE,CHEMBL578,chronic kidney disease,PHASE_1_2
ACE,CHEMBL1168,kidney disease,PHASE_2
ACE,CHEMBL1168,COVID-19,PHASE_2
ACE,CHEMBL1560,heart disease,PHASE_2
ACE,CHEMBL1694,X-linked Alport syndrome,PHASE_2
ACE,CHEMBL1200659,intracerebral hemorrhage,PHASE_2
ACE,CHEMBL1200659,rheumatoid arthritis,PHASE_2
ACE,CHEMBL3544986,Abdominal Aortic Aneurysm,PHASE_2
ACE,CHEMBL578,pseudohypoaldosteronism,PHASE_2
ACE,CHEMBL578,type 1 diabetes mellitus,PHASE_2
ACE,CHEMBL578,IGA glomerulonephritis,PHASE_2
ACE,CHEMBL578,intracerebral hemorrhage,PHASE_2
ACE,CHEMBL578,melanoma,PHASE_2
ACE,CHEMBL1581,Abdominal Aortic Aneurysm,PHASE_2
ACE,CHEMBL1581,childhood cancer,PHASE_2
ACE,CHEMBL1581,Alzheimer disease,PHASE_2
ACE,CHEMBL1581,breast cancer,PHASE_2
ACE,CHEMBL838,Alport syndrome,PHASE_2
ACE,CHEMBL838,systemic lupus erythematosus,PHASE_2
ACE,CHEMBL3039598,heart disease,PHASE_2
ACE,CHEMBL1165,primary biliary cirrhosis,PHASE_2
ACE,CHEMBL317094,Autosomal dominant polycystic kidney disease,PHASE_2
ACE,CHEMBL1237,focal segmental glomerulosclerosis,PHASE_2
ACE,CHEMBL1237,azoospermia,PHASE_2
ACE,CHEMBL1237,essential hypertension,PHASE_2
ACE,CHEMBL1237,glomerulonephritis,PHASE_2
ACE,CHEMBL1237,systemic lupus erythematosus,PHASE_2
ACE,CHEMBL1237,non-alcoholic steatohepatitis,PHASE_2
ACE,CHEMBL1237,hepatocellular carcinoma,PHASE_2
ACE,CHEMBL1168,rheumatoid arthritis,PHASE_2_3
ACE,CHEMBL1168,systemic lupus erythematosus,PHASE_2_3
ACE,CHEMBL3989406,severe cutaneous adverse reaction,PHASE_2_3
ACE,CHEMBL3187812,diabetic nephropathy,PHASE_2_3
ACE,CHEMBL3187812,heart failure,PHASE_2_3
ACE,CHEMBL3187812,hypertension,PHASE_2_3
ACE,CHEMBL3187812,Renal insufficiency,PHASE_2_3
ACE,CHEMBL3187812,kidney failure,PHASE_2_3
ACE,CHEMBL1168,abnormal glucose tolerance,PHASE_3
ACE,CHEMBL1168,metabolic disease,PHASE_3
ACE,CHEMBL1168,Myocardial Ischemia,PHASE_3
ACE,CHEMBL1168,glomerulonephritis,PHASE_3
ACE,CHEMBL1168,type 2 diabetes mellitus,PHASE_3
ACE,CHEMBL1168,type 1 diabetes mellitus,PHASE_3
ACE,CHEMBL1168,atrial fibrillation,PHASE_3
ACE,CHEMBL1168,atrial flutter,PHASE_3
ACE,CHEMBL1168,diabetic nephropathy,PHASE_3
ACE,CHEMBL1168,chronic kidney disease,PHASE_3
ACE,CHEMBL1168,stutter disorder,PHASE_3
ACE,CHEMBL1560,COVID-19,PHASE_3
ACE,CHEMBL1560,essential hypertension,PHASE_3
ACE,CHEMBL1694,kidney disease,PHASE_3
ACE,CHEMBL1200659,Proteinuria,PHASE_3
ACE,CHEMBL1200343,essential hypertension,PHASE_3
ACE,CHEMBL3989406,dilated cardiomyopathy,PHASE_3
ACE,CHEMBL578,heart failure,PHASE_3
ACE,CHEMBL578,lymphoma,PHASE_3
ACE,CHEMBL578,multiple myeloma,PHASE_3
ACE,CHEMBL578,lymphoid neoplasm,PHASE_3
ACE,CHEMBL578,acute myeloid leukemia,PHASE_3
ACE,CHEMBL578,lymphoid leukemia,PHASE_3
ACE,CHEMBL578,congestive heart failure,PHASE_3
ACE,CHEMBL578,cancer,PHASE_3
ACE,CHEMBL578,COVID-19,PHASE_3
ACE,CHEMBL578,Chagas cardiomyopathy,PHASE_3
ACE,CHEMBL1581,type 2 diabetes mellitus,PHASE_3
ACE,CHEMBL1581,Marfan syndrome,PHASE_3
ACE,CHEMBL1581,dilated cardiomyopathy,PHASE_3
ACE,CHEMBL1592,type 1 diabetes mellitus,PHASE_3
ACE,CHEMBL838,diabetes mellitus,PHASE_3
ACE,CHEMBL1237,diabetic nephropathy,PHASE_3
ACE,CHEMBL1237,congestive heart failure,PHASE_3
ACE,CHEMBL1237,hypertension,PHASE_3
ACE,CHEMBL1237,primary hyperoxaluria,PHASE_3
ACE,CHEMBL1237,Polycystic Kidney Disease,PHASE_3
ACE,CHEMBL1237,heart failure,PHASE_3
ACE,CHEMBL1168,morbid obesity,UNKNOWN
ACE,CHEMBL1168,Alport syndrome,UNKNOWN
ACE,CHEMBL419213,diastolic heart failure,UNKNOWN
ACE,CHEMBL419213,hyperparathyroidism,UNKNOWN
ACE,CHEMBL1560,primary aldosteronism,UNKNOWN
ACE,CHEMBL578,sickle cell disease,UNKNOWN
ACE,CHEMBL578,morbid obesity,UNKNOWN
ACE,CHEMBL1592,arterial occlusive disease,UNKNOWN
ACE,CHEMBL838,chronic kidney disease,UNKNOWN
ACE,CHEMBL838,chronic renal failure syndrome,UNKNOWN
ACE,CHEMBL838,Moderate albuminuria,UNKNOWN
ACHE,CHEMBL1678,Alzheimer disease,APPROVAL
ACHE,CHEMBL1678,dementia,APPROVAL
ACHE,CHEMBL636,Parkinson disease,APPROVAL
ACHE,CHEMBL636,Alzheimer disease,APPROVAL
ACHE,CHEMBL636,dementia,APPROVAL
ACHE,CHEMBL2107308,Abdominal distention,APPROVAL
ACHE,CHEMBL2107308,dyspepsia,APPROVAL
ACHE,CHEMBL812,Myasthenia gravis,APPROVAL
ACHE,CHEMBL748,poisoning,APPROVAL
ACHE,CHEMBL748,Myasthenia gravis,APPROVAL
ACHE,CHEMBL1201092,Parkinson disease,APPROVAL
ACHE,CHEMBL1201092,dementia,APPROVAL
ACHE,CHEMBL1201092,Alzheimer disease,APPROVAL
ACHE,CHEMBL211471,Myasthenia gravis,APPROVAL
ACHE,CHEMBL1555,dementia,APPROVAL
ACHE,CHEMBL1555,Alzheimer disease,APPROVAL
ACHE,CHEMBL502,Alzheimer disease,APPROVAL
ACHE,CHEMBL502,dementia,APPROVAL
ACHE,CHEMBL2107457,gastrointestinal disease,APPROVAL
ACHE,CHEMBL2107723,gastrointestinal disease,APPROVAL
ACHE,CHEMBL1652,Myasthenia gravis,APPROVAL
ACHE,CHEMBL1200514,open-angle glaucoma,APPROVAL
ACHE,CHEMBL395280,Alzheimer disease,APPROVAL
ACHE,CHEMBL278020,Myasthenia gravis,APPROVAL
ACHE,CHEMBL278020,glaucoma,APPROVAL
ACHE,CHEMBL1025,glaucoma,APPROVAL
ACHE,CHEMBL95,Alzheimer disease,APPROVAL
ACHE,CHEMBL95,dementia,APPROVAL
ACHE,CHEMBL1115,Myasthenia gravis,APPROVAL
ACHE,CHEMBL1200933,muscle cramp,APPROVAL
ACHE,CHEMBL659,Alzheimer disease,APPROVAL
ACHE,CHEMBL659,dementia,APPROVAL
ACHE,CHEMBL1104,Myasthenia gravis,APPROVAL
ACHE,CHEMBL278819,depressive disorder,APPROVAL
ACHE,CHEMBL278819,major depressive disorder,APPROVAL
ACHE,CHEMBL6068431,dementia,APPROVAL
ACHE,CHEMBL1201341,glaucoma,APPROVAL
ACHE,CHEMBL1201229,glaucoma,APPROVAL
ACHE,CHEMBL94,glaucoma,APPROVAL
ACHE,CHEMBL812,Glycogen storage disease due to acid maltase deficiency,EARLY_PHASE_1
ACHE,CHEMBL211471,Snoring,EARLY_PHASE_1
ACHE,CHEMBL502,sensorineural hearing loss,EARLY_PHASE_1
ACHE,CHEMBL502,Urinary retention,EARLY_PHASE_1
ACHE,CHEMBL636,drug dependence,PHASE_1
ACHE,CHEMBL636,methamphetamine dependence,PHASE_1
ACHE,CHEMBL636,substance abuse,PHASE_1
ACHE,CHEMBL502,neuropathic pain,PHASE_1
ACHE,CHEMBL502,amblyopia,PHASE_1
ACHE,CHEMBL1115,diabetes mellitus,PHASE_1
ACHE,CHEMBL659,memory,PHASE_1
ACHE,CHEMBL659,fasting,PHASE_1
ACHE,CHEMBL659,Fish-eye disease,PHASE_1
ACHE,CHEMBL1420,poisoning,PHASE_1
ACHE,CHEMBL636,Down syndrome,PHASE_1_2
ACHE,CHEMBL502,stroke,PHASE_1_2
ACHE,CHEMBL2107457,gastroparesis,PHASE_1_2
ACHE,CHEMBL659,subarachnoid hemorrhage,PHASE_1_2
ACHE,CHEMBL659,endothelial dysfunction,PHASE_1_2
ACHE,CHEMBL1678,autism,PHASE_2
ACHE,CHEMBL1678,Central Nervous System Neoplasm,PHASE_2
ACHE,CHEMBL1678,migraine disorder,PHASE_2
ACHE,CHEMBL1678,Parkinson disease,PHASE_2
ACHE,CHEMBL636,Lewy body dementia,PHASE_2
ACHE,CHEMBL812,heart failure,PHASE_2
ACHE,CHEMBL812,Parkinson disease,PHASE_2
ACHE,CHEMBL812,"spinal muscular atrophy, type III",PHASE_2
ACHE,CHEMBL812,hypotension,PHASE_2
ACHE,CHEMBL502,Classical progressive supranuclear palsy,PHASE_2
ACHE,CHEMBL502,schizophrenia,PHASE_2
ACHE,CHEMBL502,cocaine dependence,PHASE_2
ACHE,CHEMBL502,delirium,PHASE_2
ACHE,CHEMBL502,Irritability,PHASE_2
ACHE,CHEMBL502,fragile X syndrome,PHASE_2
ACHE,CHEMBL502,nicotine dependence,PHASE_2
ACHE,CHEMBL502,autism spectrum disorder,PHASE_2
ACHE,CHEMBL502,injury,PHASE_2
ACHE,CHEMBL502,type 2 diabetes mellitus,PHASE_2
ACHE,CHEMBL502,anorexia nervosa,PHASE_2
ACHE,CHEMBL2107457,irritable bowel syndrome,PHASE_2
ACHE,CHEMBL2107457,Constipation,PHASE_2
ACHE,CHEMBL278020,post-operative sign or symptom,PHASE_2
ACHE,CHEMBL95,cocaine dependence,PHASE_2
ACHE,CHEMBL1115,orthostatic hypotension,PHASE_2
ACHE,CHEMBL1115,HIV infection,PHASE_2
ACHE,CHEMBL1115,fibromyalgia,PHASE_2
ACHE,CHEMBL1115,Proximal spinal muscular atrophy type 3,PHASE_2
ACHE,CHEMBL1115,proximal spinal muscular atrophy,PHASE_2
ACHE,CHEMBL659,cocaine dependence,PHASE_2
ACHE,CHEMBL659,nicotine dependence,PHASE_2
ACHE,CHEMBL659,HIV infection,PHASE_2
ACHE,CHEMBL94,xerostomia,PHASE_2
ACHE,CHEMBL812,COVID-19,PHASE_2_3
ACHE,CHEMBL812,ileus,PHASE_2_3
ACHE,CHEMBL278020,morbid obesity,PHASE_2_3
ACHE,CHEMBL278020,hypospadias,PHASE_2_3
ACHE,CHEMBL278020,Pain,PHASE_2_3
ACHE,CHEMBL278020,Headache,PHASE_2_3
ACHE,CHEMBL659,schizophrenia,PHASE_2_3
ACHE,CHEMBL1678,vascular dementia,PHASE_3
ACHE,CHEMBL1678,Cognitive impairment,PHASE_3
ACHE,CHEMBL1678,Down syndrome,PHASE_3
ACHE,CHEMBL636,Cognitive impairment,PHASE_3
ACHE,CHEMBL636,vascular dementia,PHASE_3
ACHE,CHEMBL636,neurobehavioral manifestations,PHASE_3
ACHE,CHEMBL636,brain injury,PHASE_3
ACHE,CHEMBL636,delirium,PHASE_3
ACHE,CHEMBL636,progressive supranuclear palsy,PHASE_3
ACHE,CHEMBL1555,schizophrenia,PHASE_3
ACHE,CHEMBL1555,mental or behavioural disorder,PHASE_3
ACHE,CHEMBL1555,brain disease,PHASE_3
ACHE,CHEMBL1555,vascular dementia,PHASE_3
ACHE,CHEMBL502,multiple sclerosis,PHASE_3
ACHE,CHEMBL502,Parkinson disease,PHASE_3
ACHE,CHEMBL502,vascular dementia,PHASE_3
ACHE,CHEMBL502,cancer,PHASE_3
ACHE,CHEMBL502,Ischemic stroke,PHASE_3
ACHE,CHEMBL502,Cognitive impairment,PHASE_3
ACHE,CHEMBL502,memory impairment,PHASE_3
ACHE,CHEMBL2107457,dyspepsia,PHASE_3
ACHE,CHEMBL278020,post operative nausea and vomiting,PHASE_3
ACHE,CHEMBL278020,burn,PHASE_3
ACHE,CHEMBL659,vascular dementia,PHASE_3
ACHE,CHEMBL659,Lewy body dementia,PHASE_3
ACHE,CHEMBL659,autism,PHASE_3
ACHE,CHEMBL94,Pain,PHASE_3
ACHE,CHEMBL94,delirium,PHASE_3
ACHE,CHEMBL1420,organophosphate poisoning,PHASE_3
ACHE,CHEMBL1678,Lewy body dementia,UNKNOWN
ACHE,CHEMBL1678,Alzheimer disease type 1,UNKNOWN
ACHE,CHEMBL659,bipolar disorder,UNKNOWN
ACHE,CHEMBL659,Parkinson disease,UNKNOWN
ACHE,CHEMBL659,cocaine abuse,UNKNOWN
ACHE,CHEMBL6068431,Alzheimer disease,UNKNOWN
ACHE,CHEMBL6068431,Mental deterioration,UNKNOWN
ACHE,CHEMBL94,nicotine dependence,UNKNOWN
ACHE,CHEMBL5095056,Mental deterioration,UNKNOWN
ACHE,CHEMBL5095056,Alzheimer disease,UNKNOWN
ACLY,CHEMBL3545313,familial hypercholesterolemia,APPROVAL
ACLY,CHEMBL3545313,atherosclerosis,APPROVAL
ACLY,CHEMBL3545313,cardiovascular disease,APPROVAL
ACLY,CHEMBL3545313,Hypercholesterolemia,APPROVAL
ACLY,CHEMBL3545313,Abnormal circulating lipid concentration,APPROVAL
ACLY,CHEMBL3545313,inherited lipid metabolism disorder,APPROVAL
ACLY,CHEMBL3545313,coronary artery disease,APPROVAL
ACLY,CHEMBL3545313,Disorder of lipid metabolism,PHASE_2
ACLY,CHEMBL3545313,Autosomal dominant polycystic kidney disease,PHASE_2
ACLY,CHEMBL3545313,hyperlipidemia,PHASE_3
ACP3,CHEMBL1237024,prostate cancer,APPROVAL
ACP3,CHEMBL1237024,neoplasm,APPROVAL
ACP3,CHEMBL1237024,prostate carcinoma,PHASE_2
ACP3,CHEMBL1237024,metastatic prostate cancer,PHASE_2
ACP3,CHEMBL1237024,prostate adenocarcinoma,PHASE_3
ACVR1,CHEMBL6068336,myelofibrosis,APPROVAL
ACVR1,CHEMBL1078178,myelofibrosis,APPROVAL
ACVR1,CHEMBL1078178,Splenomegaly,APPROVAL
ACVR1,CHEMBL1078178,myeloproliferative disorder,APPROVAL
ACVR1,CHEMBL1078178,neoplasm,APPROVAL
ACVR1,CHEMBL2035187,myelofibrosis,APPROVAL
ACVR1,CHEMBL2035187,neoplasm,APPROVAL
ACVR1,CHEMBL2108594,tibia fracture,APPROVAL
ACVR1,CHEMBL2108594,spondylolisthesis,APPROVAL
ACVR1,CHEMBL2108594,bone disease,APPROVAL
ACVR1,CHEMBL2109171,spinal fusion,APPROVAL
ACVR1,CHEMBL2109171,tibia fracture,APPROVAL
ACVR1,CHEMBL2109171,bone disease,APPROVAL
ACVR1,CHEMBL5095049,polycythemia vera,APPROVAL
ACVR1,CHEMBL5095049,primary myelofibrosis,APPROVAL
ACVR1,CHEMBL2035187,liver disease,PHASE_1
ACVR1,CHEMBL2109171,radius fracture,PHASE_1
ACVR1,CHEMBL2109171,osteoarthritis,PHASE_1
ACVR1,CHEMBL2035187,chronic lymphocytic leukemia,PHASE_1_2
ACVR1,CHEMBL2035187,graft versus host disease,PHASE_1_2
ACVR1,CHEMBL2035187,breast cancer,PHASE_1_2
ACVR1,CHEMBL2035187,myelodysplastic syndrome,PHASE_1_2
ACVR1,CHEMBL1078178,polycythemia vera,PHASE_2
ACVR1,CHEMBL1078178,familial thrombocytosis,PHASE_2
ACVR1,CHEMBL1078178,Thrombocytosis,PHASE_2
ACVR1,CHEMBL1078178,myelodysplastic syndrome,PHASE_2
ACVR1,CHEMBL2035187,leukemia,PHASE_2
ACVR1,CHEMBL2035187,colorectal cancer,PHASE_2
ACVR1,CHEMBL2035187,COVID-19,PHASE_2
ACVR1,CHEMBL2035187,prostate cancer,PHASE_2
ACVR1,CHEMBL2108594,"osteoarthritis, knee",PHASE_2
ACVR1,CHEMBL2109171,Dental malocclusion,PHASE_2
ACVR1,CHEMBL2109171,bone fracture,PHASE_2_3
ACVR1,CHEMBL1078178,primary myelofibrosis,PHASE_3
ACVR1,CHEMBL1078178,pancreatic ductal adenocarcinoma,PHASE_3
ACVR1,CHEMBL2035187,primary myelofibrosis,PHASE_3
ACVR2A,CHEMBL2109171,spinal fusion,APPROVAL
ACVR2A,CHEMBL2109171,tibia fracture,APPROVAL
ACVR2A,CHEMBL2109171,bone disease,APPROVAL
ACVR2A,CHEMBL2109171,radius fracture,PHASE_1
ACVR2A,CHEMBL2109171,osteoarthritis,PHASE_1
ACVR2A,CHEMBL2109171,Dental malocclusion,PHASE_2
ACVR2A,CHEMBL2109171,bone fracture,PHASE_2_3
ACVR2B,CHEMBL2109171,spinal fusion,APPROVAL
ACVR2B,CHEMBL2109171,tibia fracture,APPROVAL
ACVR2B,CHEMBL2109171,bone disease,APPROVAL
ACVR2B,CHEMBL2109171,radius fracture,PHASE_1
ACVR2B,CHEMBL2109171,osteoarthritis,PHASE_1
ACVR2B,CHEMBL2109171,Dental malocclusion,PHASE_2
ACVR2B,CHEMBL3137353,muscle atrophy,PHASE_2
ACVR2B,CHEMBL3137353,type 2 diabetes mellitus,PHASE_2
ACVR2B,CHEMBL3137353,Cachexia,PHASE_2
ACVR2B,CHEMBL3137353,sarcopenia,PHASE_2
ACVR2B,CHEMBL3137353,chronic obstructive pulmonary disease,PHASE_2
ACVR2B,CHEMBL2109171,bone fracture,PHASE_2_3
ACVR2B,CHEMBL3137353,acute myeloid leukemia by FAB classification,PHASE_2_3
ACVR2B,CHEMBL3137353,inclusion body myositis,PHASE_3
ACVRL1,CHEMBL2109295,neoplasm,PHASE_1
ACVRL1,CHEMBL2109295,colorectal cancer,PHASE_1
ACVRL1,CHEMBL5095025,neoplasm,PHASE_1
ACVRL1,CHEMBL2109295,malignant pleural mesothelioma,PHASE_2
ACVRL1,CHEMBL2109295,bladder transitional cell carcinoma,PHASE_2
ACVRL1,CHEMBL2109295,hepatocellular carcinoma,PHASE_2
ADA,CHEMBL1580,anemia,APPROVAL
ADA,CHEMBL1580,hairy cell leukemia,APPROVAL
ADA,CHEMBL1580,neoplasm,APPROVAL
ADA,CHEMBL5315093,severe combined immunodeficiency,APPROVAL
ADA,CHEMBL284483,leukemia,PHASE_1
ADA,CHEMBL1580,acute graft versus host disease,PHASE_1_2
ADA,CHEMBL1580,leukemia,PHASE_2
ADA,CHEMBL1580,cancer,PHASE_2
ADA,CHEMBL1580,chronic graft versus host disease,PHASE_2
ADA,CHEMBL1580,chronic lymphocytic leukemia,PHASE_3
ADA,CHEMBL1580,graft versus host disease,PHASE_3
ADA,CHEMBL5315093,"severe combined immunodeficiency, autosomal recessive, T cell-negative, B cell-negative, NK cell-negative, due to adenosine deaminase deficiency",UNKNOWN
ADAM17,CHEMBL206815,rheumatoid arthritis,PHASE_2
ADAMTS13,CHEMBL4594607,thrombotic thrombocytopenic purpura,APPROVAL
ADAMTS13,CHEMBL4594607,acquired thrombotic thrombocytopenic purpura,APPROVAL
ADAMTS13,CHEMBL4594607,sickle cell disease,PHASE_1
ADAMTS13,CHEMBL4594607,congenital thrombotic thrombocytopenic purpura,PHASE_3
ADAMTS5,CHEMBL4650334,osteoarthritis,PHASE_2
ADH1A,CHEMBL1308,poisoning,APPROVAL
ADH1A,CHEMBL1308,age-related macular degeneration,PHASE_1
ADH1B,CHEMBL1308,poisoning,APPROVAL
ADH1B,CHEMBL1308,age-related macular degeneration,PHASE_1
ADH1C,CHEMBL1308,poisoning,APPROVAL
ADH1C,CHEMBL1308,age-related macular degeneration,PHASE_1
ADH5,CHEMBL1738699,asthma,PHASE_2
ADH5,CHEMBL3989910,cystic fibrosis,PHASE_2
ADH5,CHEMBL3989910,asthma,PHASE_2
ADH5,CHEMBL3989910,chronic obstructive pulmonary disease,PHASE_2
ADM,CHEMBL4650434,septic shock,PHASE_2
ADM,CHEMBL4650434,heart failure,PHASE_2
ADM,CHEMBL4650434,COVID-19,PHASE_2
ADORA1,CHEMBL1355736,asthma,APPROVAL
ADORA1,CHEMBL1355736,chronic bronchitis,APPROVAL
ADORA1,CHEMBL1355736,chronic obstructive pulmonary disease,APPROVAL
ADORA1,CHEMBL1355736,Airway obstruction,APPROVAL
ADORA1,CHEMBL113,migraine disorder,APPROVAL
ADORA1,CHEMBL113,Apnea,APPROVAL
ADORA1,CHEMBL113,Pain,APPROVAL
ADORA1,CHEMBL113,Headache,APPROVAL
ADORA1,CHEMBL113,orthostatic hypotension,APPROVAL
ADORA1,CHEMBL113,drug dependence,APPROVAL
ADORA1,CHEMBL113,attention deficit hyperactivity disorder,APPROVAL
ADORA1,CHEMBL477,Wolff-Parkinson-White Syndrome,APPROVAL
ADORA1,CHEMBL477,paroxysmal tachycardia,APPROVAL
ADORA1,CHEMBL477,cardiovascular disease,APPROVAL
ADORA1,CHEMBL477,Paroxysmal supraventricular tachycardia,APPROVAL
ADORA1,CHEMBL1370561,asthma,APPROVAL
ADORA1,CHEMBL1370561,Airway obstruction,APPROVAL
ADORA1,CHEMBL2108396,Recurrent thrombophlebitis,APPROVAL
ADORA1,CHEMBL2108396,hepatic veno-occlusive disease,APPROVAL
ADORA1,CHEMBL1200434,Cough,APPROVAL
ADORA1,CHEMBL1200434,Airway obstruction,APPROVAL
ADORA1,CHEMBL1200569,Apnea,APPROVAL
ADORA1,CHEMBL113,type 2 diabetes mellitus,EARLY_PHASE_1
ADORA1,CHEMBL113,voice disorders,EARLY_PHASE_1
ADORA1,CHEMBL1370561,urinary bladder cancer,EARLY_PHASE_1
ADORA1,CHEMBL1355736,inflammation,IND
ADORA1,CHEMBL1355736,non-small cell lung carcinoma,PHASE_1
ADORA1,CHEMBL1355736,lung cancer,PHASE_1
ADORA1,CHEMBL113,substance dependence,PHASE_1
ADORA1,CHEMBL113,anemia (phenotype),PHASE_1
ADORA1,CHEMBL113,serum lipopolysaccharide activity,PHASE_1
ADORA1,CHEMBL113,Chronic pain,PHASE_1
ADORA1,CHEMBL113,melanoma,PHASE_1
ADORA1,CHEMBL113,neoplasm,PHASE_1
ADORA1,CHEMBL113,prostate cancer,PHASE_1
ADORA1,CHEMBL113,amyotrophic lateral sclerosis,PHASE_1
ADORA1,CHEMBL113,metastasis,PHASE_1
ADORA1,CHEMBL113,sexual dysfunction,PHASE_1
ADORA1,CHEMBL477,ischemia,PHASE_1
ADORA1,CHEMBL477,inflammation,PHASE_1
ADORA1,CHEMBL477,chronic lymphocytic leukemia,PHASE_1
ADORA1,CHEMBL477,leukemia,PHASE_1
ADORA1,CHEMBL1370561,pulmonary arterial hypertension,PHASE_1
ADORA1,CHEMBL1370561,altitude sickness,PHASE_1
ADORA1,CHEMBL1200569,liver disease,PHASE_1
ADORA1,CHEMBL1200569,brain ischemia,PHASE_1
ADORA1,CHEMBL414157,liver disease,PHASE_1
ADORA1,CHEMBL57997,neuropathic pain,PHASE_1
ADORA1,CHEMBL3545011,Hypertriglyceridemia,PHASE_1
ADORA1,CHEMBL113,spinal cord injury,PHASE_1_2
ADORA1,CHEMBL113,amblyopia,PHASE_1_2
ADORA1,CHEMBL113,narcolepsy,PHASE_1_2
ADORA1,CHEMBL477,Immunodeficiency,PHASE_1_2
ADORA1,CHEMBL477,neoplasm,PHASE_1_2
ADORA1,CHEMBL1355736,leukemia,PHASE_2
ADORA1,CHEMBL1355736,Albright hereditary osteodystrophy,PHASE_2
ADORA1,CHEMBL1355736,pseudohypoparathyroidism type 1A,PHASE_2
ADORA1,CHEMBL1355736,congenital heart disease,PHASE_2
ADORA1,CHEMBL1355736,COVID-19,PHASE_2
ADORA1,CHEMBL113,Dyspnea,PHASE_2
ADORA1,CHEMBL113,breast carcinoma,PHASE_2
ADORA1,CHEMBL113,Vasovagal syncope,PHASE_2
ADORA1,CHEMBL477,ST Elevation Myocardial Infarction,PHASE_2
ADORA1,CHEMBL477,Pain,PHASE_2
ADORA1,CHEMBL477,acute respiratory distress syndrome,PHASE_2
ADORA1,CHEMBL1370561,cardiac arrest,PHASE_2
ADORA1,CHEMBL2108396,sickle cell disease,PHASE_2
ADORA1,CHEMBL2108396,acute graft vs. host disease,PHASE_2
ADORA1,CHEMBL2108396,graft versus host disease,PHASE_2
ADORA1,CHEMBL2108396,thrombotic microangiopathy,PHASE_2
